Nest,Observed,Species,PIT,AE1,LFF,AE2,RFF,AE3,CNT,CNN,CW,SNT,SNN,SW,Biopsy,Incubation,Rel_Eggs,Eggs_Taken,Hatched,Unhatched,Live,Dead,Pipped,Comments,time,hatchdate,date,hatchsucc,emergencesucc,disVeg,disHT,final_lat,final_long,final_access,treatment,total_eggs,orig_lat,orig_long,reloc_lat,reloc_long,reloc_access,access,orig_beach_side,reloc_beach_side,tags,returning_turtle,disHT2,disVeg2,dna_id,prevtags,first_action,exit_time
79,,CC,,,,,,,,,,,,,,,119,,103,,,,,,,,17JUL1982,,,,,,,,N,,,,,,,,,,,,,,,,,
80,,CC,,,,,,,,,,,,,,,124,,107,,,,,,,,21JUL1982,,,,,,,,N,,,,,,,,,,,,,,,,,
81,,CC,,,,,,,,,,,,,,,115,,96,,,,,,,,26JUL1982,,,,,,,,N,,,,,,,,,,,,,,,,,
82,,CC,,,,,,,,,,,,,,,108,,0,,,,,,,,03JUL1982,,,,,,,,N,,,,,,,,,,,,,,,,,
83,,CC,,,,,,,,,,,,,,,116,,97,,,,,,,,07JUL1982,,,,,,,,N,,,,,,,,,,,,,,,,,
84,,CC,,,,,,,,,,,,,,,142,,56,,,,,,,,12JUL1982,,,,,,,,N,,,,,,,,,,,,,,,,,
85,,CC,,,,,,,,,,,,,,,118,,108,,,,,,,,17JUL1982,,,,,,,,N,,,,,,,,,,,,,,,,,
86,,CC,,,,,,,,,,,,,,,137,,121,,,,,,,,26JUL1982,,,,,,,,N,,,,,,,,,,,,,,,,,
87,,CC,,,,,,,,,,,,,,,,,,,,,,,,,04JUL1982,,,,,,,,N,,,,,,,,,,,,,,,,,
88,,CC,,,,,,,,,,,,,,,,,,,,,,,,,14JUL1982,,,,,,,,N,,,,,,,,,,,,,,,,,
89,,CC,,,,,,,,,,,,,,,105,,86,,,,,,,,27JUL1982,,,,,,,,N,,,,,,,,,,,,,,,,,
90,,CC,,,,,,,,,,,,,,,102,,17,,,,,,,,10JUL1982,,,,,,,,N,,,,,,,,,,,,,,,,,
91,,CC,,,,,,,,,,,,,,,91,,73,,,,,,,,17JUL1982,,,,,,,,N,,,,,,,,,,,,,,,,,
92,,CC,,,,,,,,,,,,,,,113,,63,,,,,,,,01AUG1982,,,,,,,,Y,,,,,,,,,,,,,,,,,
93,,CC,,,,,,,,,,,,,,,142,,0,,,,,,,,06AUG1982,,,,,,,,N,,,,,,,,,,,,,,,,,
94,,CC,,,,,,,,,,,,,,,,,,,,,,,,,09AUG1982,,,,,,,,Y,,,,,,,,,,,,,,,,,
95,,CC,,,,,,,,,,,,,,,98,,0,,,,,,,,09AUG1982,,,,,,,,N,,,,,,,,,,,,,,,,,
96,,CC,,,,,,,,,,,,,,,115,,0,,,,,,,,17AUG1982,,,,,,,,Y,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,72,0,0,,,,,,,,11AUG1983,31MAY1983,,,,,,,,N,,,,,,,,,,,,,,,,,
2,,,,,,,,,102,,100,,,,,70,0,0,112,,,,,,,11AUG1983,02JUN1983,,,,,,,,N,,,,,,,,,,,,,,,,,
3,,,,,,,,,100,,88,,,,,,0,0,,,,,,"relocated to point and washed over, eggs never found @ point",,,05JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,68,0,0,90,24,,,,,,12AUG1983,05JUN1983,,,,,,,,N,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,0,0,,,,,,"washed over, not found",,,10JUN1983,,,,,,,,N,,,,,,,,,,,,,,,,,
6,,,,,,,,,97,,80,,,,,67,0,0,92,19,,,1,same as turtle 011? @ beside hatchery,,17AUG1983,11JUN1983,82%,,,,,,,Y,112,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,63,132,4,71,65,,,,relocated 132+4broken @ beside hatchery,,14AUG1983,12JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
8,,,,,,,,,107,,96,,,,,61,112,0,85,21,,1,1,relocated 112 eggs @ near hatchery,,13AUG1983,13JUN1983,79%,,,,,,,Y,107,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,62,113,0,29,81,,,,relocated 113 eggs @ ?,,14AUG1983,13JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,69,157,1,139,15,,1,2,relocated 157+1 broken,,22AUG1983,14JUN1983,89%,,,,,,,Y,157,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,62,0,0,,,,,,possible eaten by fox,,15AUG1983,14JUN1983,,,,,,,,N,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,68,0,0,15,60,,,3,,,22AUG1983,15JUN1983,19%,,,,,,,N,78,,,,,,,,,,,,,,,,
13,,,,,,,,,112,,97,,,,,61,0,0,131,5,,1,1,,,15AUG1983,15JUN1983,96%,,,,,,,N,137,,,,,,,,,,,,,,,,
14,,,,,,,,,105,,106,,,,,61,110,1,83,12,,,,relocated 110+1 broken @ Capt. Charlies,,15AUG1983,15JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
15,,,,,,,,,98,,92,,,,,61,106,0,68,19,,,1,relocated 106 @ where laid,,16AUG1983,16JUN1983,77%,,,,,,,Y,88,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,63,103,2,78,17,,,,relocated 103+2 broken @ S of hatchery,,18AUG1983,16JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,57,167,2,120,32,,,2,relocated 167 + 2 broken @ west beach,,12AUG1983,16JUN1983,77%,,,,,,,Y,156,,,,,,,,,,,,,,,,
18,,,,,,,,,107,,98,,,,,67,158,3,112,41,,1,,158 eggs relocated + 3 broken @ ?,,23AUG1983,17JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,63,0,0,114,19,,,,,,,02JAN1983,,,,,,,,N,,,,,,,,,,,,,,,,,
20,,,,,,,,,102,,96,,,,,59,131,0,,,,5,,"131 eggs relocated, fox shredded shells @ where laid",,16AUG1983,18JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
21,,,,,,,,,105,,95,,,,,62,94,19,68,26,,2,,94 relocated + 19 broken @ hatchery,,19AUG1983,18JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,64,0,0,,,,,,nest washed over after hatched,,21AUG1983,18JUN1983,,,,,,,,N,,,,,,,,,,,,,,,,,
23,,,,,,,,,108,,96,,,,,59,120,0,105,15,,7,1,120 relocated,,17AUG1983,19JUN1983,87%,,,,,,,N,121,,,,,,,,,,,,,,,,
24,,,,,,,,,92,,,,,,,61,0,0,,,,,,"at least 52 hatched, nest dug up",,21AUG1983,21JUN1983,,,,,,,,N,,,,,,,,,,,,,,,,,
25,,,,,,,,,100,,98,,,,,54,0,0,,,,,,nest dug up,,14AUG1983,21JUN1983,,,,,,,,N,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,61,65,0,57,8,,,,relocated 65 @ higher,,21AUG1983,21JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,61,112,2,,,,,,"112 eggs relocated + 2 broken, nest marker not found @ higher",,21AUG1983,21JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
28,,,,,,,,,108,,101,,,,,59,124,0,80,4,,2,,124 eggs relocated @ hatchery,,20AUG1983,22JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
29,,,,,,,,,102,,101,,,,,,141,2,,,,,,"141 eggs relocated + 2 broken, marker not found @ higher",,,24JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,65,116,1,99,6,,,,116 eggs relocated + 1 broken,,28AUG1983,24JUN1983,,,,,,,,N,,,,,,,,,,,,,,,,,
31,,,,,,,,,100,,96,,,,,57,82,2,54,22,,,1,82 eggs relocated + 2 broken @ hatchery,,20AUG1983,24JUN1983,68%,,,,,,,Y,79,,,,,,,,,,,,,,,,
32,,,,,,,,,99,,92,,,,,58,89,0,0,89,,,,89 relocated @ higher,,21AUG1983,24JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
33,,,,,,,,,119,,109,,,,,,0,0,,,,,,marker not found @ ?,,,25JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,94,1,,,,,,"94 eggs relocated + 1 broken, marker not found @ near hatchery",,,25JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
35,,,,,,,,,94,,89,,,,,57,128,4,10,93,,1,4,128 eggs relocated + 4 broken @ near hatchery,,23AUG1983,27JUN1983,9%,,,,,,,Y,111,,,,,,,,,,,,,,,,
36,,,,,,,,,99,,88,,,,,57,94,3,5,82,,,,94 eggs relocated + 3 broken @ near hatchery,,23AUG1983,27JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,57,114,0,65,16,,,,114 eggs relocated @ hatchery,,23AUG1983,27JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,57,120,1,103,22,,,,120 eggs relocated + 1 broken @ higher,,23AUG1983,27JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
39,,,,,,,,,107,,100,,,,,,0,0,,,,,,marker not found,,,28JUN1983,,,,,,,,N,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,59,124,3,,,,,,124 eggs relocated + 3 broken @ near hatchery,,26AUG1983,28JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,61,94,5,64,20,,,,94 eggs relocated + 5 broken @ hatchery,,28AUG1983,28JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,56,0,0,73,34,,2,1,,,24AUG1983,29JUN1983,68%,,,,,,,N,108,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,61,116,0,55,61,,,,116 eggs relocated @ hatchery,,28AUG1983,28JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,61,137,0,97,32,,1,,137 eggs relocated @ hatchery,,30AUG1983,30JUN1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,112,0,97,15,,,,112 eggs relocated,,,30JUN1983,,,,,,,,N,,,,,,,,,,,,,,,,,
46,,,,,,,,,106,,94,,,,,61,116,8,,,,,,116 eggs relocated + 8 broken,,30AUG1983,30JUN1983,,,,,,,,N,,,,,,,,,,,,,,,,,
47,,,,,,,,,106,,99,,,,,58,154,2,85,50,,,2,154 eggs relocated + 2 broken @ hatchery,,27AUG1983,30JUN1983,61%,,,,,,,Y,139,,,,,,,,,,,,,,,,
48,,,,,,,,,105,,97,,,,,56,131,0,85,46,,,,131 eggs relocated,,25AUG1983,30JUN1983,,,,,,,,N,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,57,132,0,91,9,,,,132 eggs relocated,,26AUG1983,30JUN1983,,,,,,,,N,,,,,,,,,,,,,,,,,
50,,,,,,,,,102,,102,,,,,64,0,0,,,,,,nest eroded @ hatchery,,03SEP1983,01JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
51,,,,,,,,,106,,102,,,,,62,131,9,54,74,,,,131 eggs relocated + 9 broken @ hatchery,,01SEP1983,01JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,0,0,,,,,,"marker not found, dune eroded",,,01JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
53,,,,,,,,,100,,95,,,,,66,134,0,15,112,,,,134 eggs relocated @ higher,,07SEP1983,03JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,69,83,7,27,56,,,3,83 eggs relocated + 7 broken @ hatchery,,10SEP1983,03JUL1983,29%,,,,,,,Y,93,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,66,134,1,100,34,,,,134 eggs relocated + 1 broken @ hatchery,,07SEP1983,03JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
56,,,,,,,,,109,,96,,,,,,0,0,76,13,,,,,,,03JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
57,,,,,,,,,101,,93,,,,,,0,0,,,,,,marker not found,,,04JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
58,,,,,,,,,90,,89,,,,,70,104,0,95,5,,,,104 eggs relocated @ hatchery,,13SEP1983,05JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
59,,,,,,,,,94,,86,,,,,,0,0,,,,,,marker not found,,,05JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,71,134,1,105,17,,,1,"134 eggs relocated + 1 broken, 121 recorded as hatching? @ hatchery",,14SEP1983,05JUL1983,85%,,,,,,,Y,124,,,,,,,,,,,,,,,,
61,,,,,,,,,94,,99,,,,,64,107,2,35,72,,,1,"107 eggs relocated + 2 broken, 101 recorded as hatching @ hatchery",,08SEP1983,06JUL1983,32%,,,,,,,Y,110,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,0,0,90,10,,,1,,,,06JUL1983,89%,,,,,,,N,101,,,,,,,,,,,,,,,,
63,,,,,,,,,97,,90,,,,,,105,2,18,86,,,,105 relocated + 2 broken @ w beach,,,06JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
64,,,,,,,,,117,,107,,,,,,0,0,,,,,,marker not found,,,08JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,60,95,0,25,64,,,2,95 eggs relocated @ hatchery,,06SEP1983,08JUL1983,27%,,,,,,,Y,91,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,59,0,0,,,,,,nest not boxed - no egg shell count,,05SEP1983,08JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,121,0,106,11,,,,121 eggs relocated @ higher,,,08JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
68,,,,,,,,,103,,93,,,,,58,106,5,68,33,,2,3,106 eggs relocated + 5 broken @ ?,,05SEP1983,09JUL1983,62%,,,,,,,Y,109,,,,,,,,,,,,,,,,
69,,,,,,,,,101,,96,,,,,66,104,0,65,59,,,2,"104 eggs relocated, 84 recorded hatching @ hatchery",,13SEP1983,09JUL1983,52%,,,,,,,Y,126,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,64,104,3,26,75,,,2,"104 eggs relocated + 3 broken, 117 recorded hatching @ hatchery",,12SEP1983,10JUL1983,25%,,,,,,,Y,106,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,66,126,0,47,71,,,2,126 eggs relocated @ hatchery,,14SEP1983,10JUL1983,39%,,,,,,,Y,120,,,,,,,,,,,,,,,,
72,,,,,,,,,101,,100,,,,,61,109,5,39,71,,1,,109 eggs relocated + 5 broken @ hatchery,,09SEP1983,10JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
73,,,,,,,,,96,,88,,,,,61,154,7,66,32,,,,154 eggs relocated + 7 predated @ hatchery,,09SEP1983,10JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,68,105,0,13,101,,1,,105 eggs relocated @ hatchery,,16SEP1983,10JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,67,0,0,,,,,,"eggs not located, no count",,15SEP1983,10JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
76,,,,,,,,,90,,93,,,,,61,106,0,86,15,,,1,106 eggs relocated @ hatchery,,09SEP1983,10JUL1983,84%,,,,,,,Y,102,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,64,113,0,105,8,,,,113 eggs relocated @ hatchery,,14SEP1983,12JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,65,100,4,28,70,,1,,100 eggs relocated + 4 broken @ hatchery,,15SEP1983,12JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,0,0,,,,,,marker not found,,,12JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
80,,,,,,,,,107,,87,,,,,62,112,2,54,51,,1,,112 eggs relocated + 2 broken @ hatchery,,13SEP1983,13JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
81,,,,,,,,,107,,108,,,,,,0,0,,,,,,eggs not found,,,13JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
82,,,,,,,,,93,,93,,,,,60,0,0,118,4,,,,hatchery,,11SEP1983,13JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
83,,,,,,,,,110,,99,,,,,62,153,0,102,34,,,,153 eggs relocated @ hatchery,,13SEP1983,13JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
84,,,,,,,,,107,,97,,,,,65,148,0,69,61,,,1,148 eggs relocated @ hatchery,,16SEP1983,13JUL1983,53%,,,,,,,Y,131,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,62,116,2,74,34,,,,116 eggs relocated + 2 broken @ hatchery,,14SEP1983,14JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,62,149,2,97,34,,2,,149 eggs relocated + 2 broken @ hatchery,,14SEP1983,14JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,62,131,0,108,15,,,1,131 eggs relocated @ hatchery,,14SEP1983,14JUL1983,87%,,,,,,,Y,124,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,63,132,0,86,35,,3,,132 eggs relocated,,17SEP1983,16JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,0,0,,,,,,only shell fragments found when dug @ hatchery,,,16JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,66,0,0,,,,,,"eggs not located, no count",,20SEP1983,16JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
91,,,,,,,,,106,,94,,,,,,0,0,,,,,,nest lost to predators,,,18JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
92,,,,,,,,,97,,92,,,,,66,114,0,11,92,,,2,"114 eggs relocated, 16 recorded hatching @ hatchery",,23SEP1983,19JUL1983,10%,,,,,,,Y,105,,,,,,,,,,,,,,,,
93,,,,,,,,,92,,88,,,,,67,116,3,55,59,,2,,116 eggs relocated + 3 broken @ hatchery,,24SEP1983,19JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
94,,,,,,,,,93,,88,,,,,67,56,1,92,1,,,,"56 eggs relocated + 1 broken, shared with 19? @ hatchery",,24SEP1983,19JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
95,,,,,,,,,94,,82,,,,,,0,0,83,6,,,,,,,20JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
96,,,,,,,,,100,,100,,,,,67,84,1,55,21,,,,84 eggs relocated + 1 broken @ hatchery,,25SEP1983,20JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
97,,,,,,,,,103,,100,,,,,66,119,0,101,17,,,1,119 eggs relocated @ hatchery,,24SEP1983,20JUL1983,85%,,,,,,,Y,119,,,,,,,,,,,,,,,,
98,,,,,,,,,101,,104,,,,,62,161,0,109,42,,,,161 eggs relocated @ hatchery,,21SEP1983,21JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
99,,,,,,,,,99,,93,,,,,,0,37,,42,,,,"malformed eggs, broken upon laying, none hatched, 60 total - 37 broekn, 5 double, 2 triple, 10 single @ hatchery",,,21JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
100,,,,,,,,,99,,93,,,,,61,107,0,79,29,,,,107 eggs relocated @ hatchery,,21SEP1983,22JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
101,,,,,,,,,101,,89,,,,,69,101,2,76,24,,2,2,101 eggs relocated + 2 broken @ hatchery,,29SEP1983,22JUL1983,73%,,,,,,,Y,104,,,,,,,,,,,,,,,,
102,,,,,,,,,98,,94,,,,,63,134,5,15,119,,,,134 eggs relocated + 5 broken @ hatchery,,23SEP1983,22JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,70,93,5,66,31,,,1,93 eggs relocated + 5 broken @ hatchery,,01OCT1983,23JUL1983,64%,,,,,,,Y,103,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,63,103,1,88,13,,1,,103 eggs relocated + 1 broken @ hatchery,,24SEP1983,23JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,69,152,0,83,58,,3,,152 eggs relocated @ hatchery,,30SEP1983,23JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,0,0,64,70,,,1,,,,23JUL1983,47%,,,,,,,N,135,,,,,,,,,,,,,,,,
107,,,,,,,,,99,,96,,,,,61,103,4,75,24,,1,1,103 eggs relocated + 4 broken @ hatchery,,24SEP1983,25JUL1983,72%,,,,,,,Y,104,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,73,133,0,77,53,,1,1,133 eggs relocated @ hatchery,,06OCT1983,25JUL1983,59%,,,,,,,Y,131,,,,,,,,,,,,,,,,
109,,,,,,,,,100,,91,,,,,,0,5,74,15,,4,2,5 eggs predated,,,25JUL1983,77%,,,,,,,N,96,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,67,109,0,45,56,,2,1,109 eggs relocated @ hatchery,,30SEP1983,25JUL1983,44%,,,,,,,Y,102,,,,,,,,,,,,,,,,
111,,,,,,,,,103,,87,,,,,62,105,0,92,9,,1,1,105 eggs relocated @ hatchery,,26SEP1983,26JUL1983,90%,,,,,,,Y,102,,,,,,,,,,,,,,,,
112,,,,,,,,,103,,87,,,,,59,141,0,81,64,,3,1,141 eggs relocated @ hatchery,,23SEP1983,26JUL1983,55%,,,,,,,Y,146,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,0,0,,,,,,marker not found,,,26JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
114,,,,,,,,,87,,93,,,,,63,78,0,68,16,,3,,78 eggs relocated @ hatchery,,28SEP1983,27JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,95,14,9,86,,1,,95 eggs relocated + 14 broken @ hatchery,,,27JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,62,131,3,109,11,,4,1,131 eggs relocated + 3 broken @ hatchery,,28SEP1983,28JUL1983,88%,,,,,,,Y,124,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,67,105,0,69,36,,,,105 eggs relocated @ hatchery,,03OCT1983,28JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,61,138,2,96,27,,1,,138 eggs relocated + 2 broken @ hatchery,,27SEP1983,28JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,68,125,3,108,8,,1,,125 eggs relocated + 3 broken @ hatchery,,04OCT1983,28JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
120,,,,,,,,,106,,102,,,,,71,115,9,72,26,,,,115 eggs relocated + 9 broken @ hatchery,,07OCT1983,28JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,,0,0,,,,,,"nest covered by sand drift, not found",,,29JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
122,,,,,,,,,100,,98,,,,,71,122,2,36,84,,,1,122 eggs relocated + 2 broken @ hatchery,,09OCT1983,30JUL1983,29%,,,,,,,Y,123,,,,,,,,,,,,,,,,
123,,,,,,,,,108,,96,,,,,80,0,0,35,34,,,,,,18OCT1983,30JUL1983,,,,,,,,N,,,,,,,,,,,,,,,,,
124,,,,,,,,,113,,103,,,,,65,112,3,53,58,,1,5,112 eggs relocated + 3 broken @ hatchery,,03OCT1983,30JUL1983,45%,,,,,,,Y,119,,,,,,,,,,,,,,,,
125,,,,,,,,,96,,83,,,,,75,109,5,86,21,,2,1,109 eggs relocated + 5 broken @ hatchery,,14OCT1983,31JUL1983,76%,,,,,,,Y,113,,,,,,,,,,,,,,,,
126,,,,,,,,,92,,88,,,,,75,96,4,6,87,,1,,96 eggs relocated + 4 broken @ hatchery,,14OCT1983,31JUL1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,75,119,0,23,92,,,,119 eggs relocated @ hatchery,,15OCT1983,01AUG1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
128,,,,,,,,,99,,91,,,,,67,97,0,78,7,,,,97 eggs relocated @ hatchery,,07OCT1983,01AUG1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,72,107,0,99,6,,,,107 eggs relocated @ hatchery,,12OCT1983,01AUG1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
130,,,,,,,,,108,,96,,,,,67,140,4,108,32,,,2,140 eggs relocated + 4 broken @ hatchery,,08OCT1983,02AUG1983,74%,,,,,,,Y,146,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,75,127,0,104,20,,1,2,127 eggs relocated @ hatchery,,16OCT1983,02AUG1983,83%,,,,,,,Y,126,,,,,,,,,,,,,,,,
132,,,,,,,,,103,,90,,,,,74,97,0,85,12,,,,97 eggs relocated @ hatchery,,16OCT1983,03AUG1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,72,125,2,91,14,,1,9,125 eggs relocated + 2 broken @ hatchery,,15OCT1983,04AUG1983,78%,,,,,,,Y,116,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,78,90,0,67,20,,,1,90 eggs relocated @ hatchery,,21OCT1983,04AUG1983,76%,,,,,,,Y,88,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,78,108,1,82,22,,,4,108 eggs relocated + 1 broken @ hatchery,,22OCT1983,05AUG1983,75%,,,,,,,Y,109,,,,,,,,,,,,,,,,
136,,,,,,,,,98,,89,,,,,75,0,0,69,28,,,,hatchery,,19OCT1983,05AUG1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,76,103,0,93,6,,7,3,103 eggs relocated @ hatchery,,21OCT1983,06AUG1983,91%,,,,,,,Y,102,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,0,0,,128,,,,base of dune eroded @ hatchery,,,07AUG1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
139,,,,,,,,,101,,90,,,,,,0,0,,,,,,marker not found,,,07AUG1983,,,,,,,,N,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,0,68,,,,,,"68 predated, 12 unknown fate @ hatchery",,,10AUG1983,,,,,,,,Y,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,81,0,0,29,39,,,19,overwashed,,31OCT1983,11AUG1983,33%,,,,,,,N,87,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,77,0,0,31,50,,,47,,,29OCT1983,13AUG1983,24%,,,,,,,N,128,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,79,0,0,29,48,,,,,,01NOV1983,14AUG1983,,,,,,,,N,,,,,,,,,,,,,,,,,
